ACCIDENT_NO,SURFACE_COND,SURFACE_COND_DESC,SURFACE_COND_SEQ
T20120015418,2,Wet,1
T20120015466,1,Dry,1
T20120015473,1,Dry,1
T20120015486,2,Wet,1
T20120015512,2,Wet,1
T20120015514,1,Dry,1
T20120015556,2,Wet,1
T20120015574,1,Dry,1
T20120015600,9,Unk.,1
T20120015603,9,Unk.,1
T20120015610,1,Dry,1
T20120015629,1,Dry,1
T20120015649,1,Dry,1
T20120015671,1,Dry,1
T20120015684,1,Dry,1
T20120015719,1,Dry,1
T20120015824,1,Dry,1
T20120015847,2,Wet,1
T20120015872,2,Wet,1
T20120015930,1,Dry,1
T20120015942,2,Wet,1
T20120015958,2,Wet,1
T20120016024,1,Dry,1
T20120016028,9,Unk.,1
T20120016038,2,Wet,1
T20120016044,2,Wet,1
T20120016065,2,Wet,1
T20120016109,1,Dry,1
T20120016116,2,Wet,1
T20120016118,1,Dry,1
T20120016142,1,Dry,1
T20120016144,2,Wet,1
T20120016151,2,Wet,1
T20120016174,1,Dry,1
T20120016204,2,Wet,1
T20120016219,1,Dry,1
T20120016248,1,Dry,1
T20120016278,2,Wet,1
T20120016288,1,Dry,1
T20120016293,9,Unk.,1
T20120016295,1,Dry,1
T20120016301,1,Dry,1
T20120016318,9,Unk.,1
T20120016333,1,Dry,1
T20120016345,2,Wet,1
T20120016398,1,Dry,1
T20120016409,1,Dry,1
T20120016411,1,Dry,1
T20120016427,2,Wet,1
T20120016429,2,Wet,1
T20120016448,1,Dry,1
T20120016461,1,Dry,1
T20120016463,1,Dry,1
T20120016487,9,Unk.,1
T20120016527,1,Dry,1
T20120016558,9,Unk.,1
T20120016578,1,Dry,1
T20120016587,1,Dry,1
T20120016599,1,Dry,1
T20120016631,2,Wet,1
T20120016649,1,Dry,1
T20120016678,1,Dry,1
T20120016711,1,Dry,1
T20120016720,1,Dry,1
T20120016777,2,Wet,1
T20120016779,1,Dry,1
T20120016798,1,Dry,1
T20120016849,1,Dry,1
T20120016875,1,Dry,1
T20120016949,1,Dry,1
T20120016971,1,Dry,1
T20120017004,9,Unk.,1
T20120017019,1,Dry,0
T20140021217,1,Dry,1
T20140021229,2,Wet,1
T20140021233,9,Unk.,1
T20140021243,9,Unk.,0
T20140021245,1,Dry,1
T20140021250,1,Dry,1
T20140021260,1,Dry,1
T20140021277,1,Dry,1
T20140021281,1,Dry,1
T20140021283,1,Dry,1
T20140021317,1,Dry,1
T20140021319,1,Dry,1
T20140021324,1,Dry,1
T20140021334,2,Wet,1
T20140021349,1,Dry,1
T20140021351,9,Unk.,1
T20140021384,9,Unk.,1
T20140021409,1,Dry,1
T20140021436,1,Dry,1
T20140021440,2,Wet,1
T20140021447,1,Dry,1
T20140021449,1,Dry,1
T20140021464,1,Dry,1
T20140021477,1,Dry,1
T20140021488,1,Dry,1
T20140021494,1,Dry,1
T20140021496,1,Dry,1
T20140021539,1,Dry,1
T20140021561,1,Dry,1
T20140021574,1,Dry,1
T20140021583,2,Wet,1
T20140021593,1,Dry,1
T20140021639,1,Dry,0
T20140021641,9,Unk.,1
T20140021643,1,Dry,1
T20140021652,1,Dry,0
T20140021670,1,Dry,1
T20140021689,1,Dry,1
T20140021691,9,Unk.,1
T20140021725,1,Dry,1
T20140021739,1,Dry,1
T20140021742,1,Dry,0
T20140021744,1,Dry,1
T20140021757,9,Unk.,1
T20140021795,1,Dry,1
T20140021814,1,Dry,1
T20140021833,1,Dry,1
T20140021835,1,Dry,1
T20140021851,1,Dry,1
T20140021872,1,Dry,1
T20140021874,1,Dry,1
T20140021895,1,Dry,1
T20140021897,1,Dry,1
T20140021909,1,Dry,1
T20140021915,2,Wet,1
T20140021920,1,Dry,1
T20140021925,1,Dry,1
T20140021932,1,Dry,1
T20140021938,1,Dry,1
T20140021945,1,Dry,0
T20140021990,1,Dry,1
T20140021992,1,Dry,1
T20140022019,1,Dry,1
T20140022020,1,Dry,1
T20140022038,1,Dry,0
T20140022061,1,Dry,1
T20140022098,1,Dry,1
T20140022108,1,Dry,1
T20140022125,1,Dry,1
T20140022144,1,Dry,1
T20140022208,2,Wet,1
T20140022226,2,Wet,1
T20140022226,3,Muddy,2
T20140022246,1,Dry,1
T20140022251,1,Dry,1
T20140022269,1,Dry,1
T20140022288,1,Dry,1
T20140022293,1,Dry,1
T20140022302,1,Dry,1
T20140022304,2,Wet,1
T20140022310,1,Dry,1
T20140022319,3,Muddy,1
T20140022329,1,Dry,1
T20140022330,1,Dry,1
T20140022332,1,Dry,1
T20140022370,1,Dry,1
T20140022372,1,Dry,1
T20140022380,2,Wet,1
T20140022404,1,Dry,0
T20140022444,2,Wet,0
T20140022494,9,Unk.,1
T20140022508,1,Dry,1
T20140022510,1,Dry,1
T20140022520,1,Dry,1
T20140022560,1,Dry,1
T20140022562,1,Dry,0
T20140022574,1,Dry,1
T20140022581,1,Dry,1
T20140022595,1,Dry,1
T20140022606,1,Dry,1
T20140022617,1,Dry,1
T20120013873,9,Unk.,1
T20120013885,1,Dry,1
T20120013892,1,Dry,1
T20120013904,1,Dry,1
T20120013941,1,Dry,0
T20120013945,1,Dry,1
T20120013950,1,Dry,1
T20120013955,1,Dry,1
T20120013991,2,Wet,1
T20120014009,1,Dry,1
T20120014022,3,Muddy,1
T20120014027,1,Dry,1
T20120014044,2,Wet,1
T20120014054,1,Dry,1
T20120014078,1,Dry,1
T20120014082,9,Unk.,1
T20120014101,1,Dry,1
T20120014108,2,Wet,1
T20120014117,1,Dry,1
T20120014125,2,Wet,1
T20120014136,9,Unk.,1
T20120014151,1,Dry,1
T20120014168,1,Dry,1
T20120014170,1,Dry,1
T20120014194,1,Dry,1
T20120014201,1,Dry,1
T20120014225,1,Dry,1
T20120014239,1,Dry,1
T20120014243,1,Dry,1
T20120014262,1,Dry,1
T20120014272,1,Dry,1
T20120014301,2,Wet,1
T20120014314,2,Wet,1
T20120014334,1,Dry,1
T20120014353,1,Dry,1
T20120014373,2,Wet,1
T20120014393,2,Wet,1
T20120014403,2,Wet,1
T20120014436,2,Wet,1
T20120014442,2,Wet,1
T20120014449,2,Wet,1
T20120014453,2,Wet,1
T20120014468,2,Wet,1
T20120014512,2,Wet,1
T20120014531,2,Wet,1
T20120014545,2,Wet,1
T20120014557,1,Dry,1
T20120014568,1,Dry,1
T20120014582,1,Dry,1
T20120014586,1,Dry,1
T20120014590,1,Dry,1
T20120014592,1,Dry,1
T20120014608,9,Unk.,1
T20120014626,1,Dry,1
T20120014650,1,Dry,1
T20120014665,1,Dry,1
T20120014675,2,Wet,1
T20120014690,1,Dry,1
T20120014709,2,Wet,1
T20120014748,1,Dry,1
T20120014766,1,Dry,1
T20120014776,1,Dry,1
T20120014789,1,Dry,1
T20120014798,1,Dry,1
T20120014819,1,Dry,1
T20120014827,3,Muddy,1
T20120014844,1,Dry,1
T20120014851,1,Dry,1
T20120014861,1,Dry,1
T20120014873,1,Dry,1
T20120014906,1,Dry,1
T20120014929,1,Dry,1
T20120014931,1,Dry,1
T20120014950,1,Dry,1
T20120014960,1,Dry,1
T20120014970,1,Dry,1
T20120014979,2,Wet,1
T20120014987,1,Dry,1
T20120015009,1,Dry,1
T20120015044,1,Dry,1
T20120015095,1,Dry,1
T20120015104,2,Wet,1
T20120015138,2,Wet,1
T20120015143,1,Dry,0
T20120015155,2,Wet,1
T20120015155,3,Muddy,2
T20120015165,2,Wet,1
T20120015166,2,Wet,1
T20120015166,3,Muddy,2
T20120015174,2,Wet,1
T20120015186,2,Wet,1
T20120015204,2,Wet,1
T20120015205,1,Dry,1
T20120015210,1,Dry,1
T20120015224,1,Dry,1
T20120015229,1,Dry,1
T20120015255,2,Wet,1
T20120015255,4,Snowy,2
T20120015256,1,Dry,1
T20120015271,2,Wet,1
T20120015284,1,Dry,1
T20120015331,2,Wet,1
T20120015334,2,Wet,1
T20120015355,2,Wet,1
T20120015361,2,Wet,1
T20120015371,2,Wet,1
T20120013867,1,Dry,0
T20120013884,1,Dry,1
T20120013910,1,Dry,1
T20120013931,1,Dry,1
T20120013951,1,Dry,1
T20120013974,2,Wet,1
T20120013996,2,Wet,1
T20120014000,9,Unk.,1
T20120014001,1,Dry,1
T20120014058,1,Dry,1
T20120014060,1,Dry,1
T20120014155,1,Dry,1
T20120014176,1,Dry,1
T20120014180,1,Dry,1
T20120014191,1,Dry,0
T20120014206,1,Dry,1
T20120014232,1,Dry,1
T20120014248,9,Unk.,1
T20120014268,1,Dry,1
T20120014284,1,Dry,1
T20120014290,1,Dry,1
T20120014318,1,Dry,1
T20120014321,2,Wet,1
T20120014337,2,Wet,1
T20120014338,2,Wet,1
T20120014370,2,Wet,1
T20120014371,2,Wet,1
T20120014387,2,Wet,1
T20120014394,2,Wet,1
T20120014409,2,Wet,1
T20120014420,2,Wet,1
T20120014432,1,Dry,1
T20120014435,2,Wet,1
T20120014457,1,Dry,1
T20120014521,2,Wet,1
T20120014544,1,Dry,1
T20120014549,9,Unk.,1
T20120014571,1,Dry,1
T20120014580,2,Wet,1
T20120014617,1,Dry,1
T20120014648,2,Wet,1
T20120014649,2,Wet,1
T20120014651,1,Dry,1
T20120014664,1,Dry,1
T20120014679,2,Wet,1
T20120014682,1,Dry,1
T20120014705,1,Dry,0
T20120014722,1,Dry,1
T20120014725,1,Dry,1
T20120014767,1,Dry,1
T20120014782,9,Unk.,1
T20120014794,1,Dry,1
T20120014834,1,Dry,1
T20120014837,1,Dry,1
T20120014863,1,Dry,1
T20120014867,1,Dry,1
T20120014871,1,Dry,1
T20120014883,1,Dry,1
T20120014907,1,Dry,1
T20120014919,1,Dry,1
T20120014922,1,Dry,1
T20120014925,1,Dry,1
T20120014933,9,Unk.,1
T20120014941,1,Dry,1
T20120014951,1,Dry,1
T20120014981,1,Dry,1
T20120014996,1,Dry,1
T20120015023,2,Wet,1
T20120015030,2,Wet,1
T20120015043,1,Dry,1
T20120015064,9,Unk.,1
T20120015150,1,Dry,1
T20120015162,1,Dry,1
T20120015169,9,Unk.,1
T20120015182,2,Wet,1
T20120015197,2,Wet,1
T20120015201,1,Dry,1
T20120015225,1,Dry,1
T20120015236,9,Unk.,0
T20120015252,1,Dry,1
T20120015260,1,Dry,1
T20120015270,3,Muddy,1
T20120015275,1,Dry,1
T20120015333,1,Dry,1
T20120015359,2,Wet,1
T20120015360,1,Dry,1
T20120015364,1,Dry,1
T20120015384,2,Wet,1
T20120015397,1,Dry,1
T20120015406,2,Wet,1
T20120015409,2,Wet,1
T20120015427,2,Wet,1
T20120015445,1,Dry,1
T20120015461,2,Wet,1
T20120015464,1,Dry,1
T20120015494,1,Dry,1
T20120015497,1,Dry,1
T20120015506,1,Dry,1
T20120015532,2,Wet,1
T20120015546,1,Dry,1
T20120015563,1,Dry,1
T20120015593,2,Wet,1
T20120015609,1,Dry,1
T20120015619,2,Wet,1
T20120015647,1,Dry,1
T20120015657,1,Dry,1
T20120013868,1,Dry,1
T20120013879,1,Dry,1
T20120013882,1,Dry,1
T20120013893,9,Unk.,1
T20120013944,2,Wet,1
T20120013947,1,Dry,1
T20120013956,1,Dry,1
T20120013980,2,Wet,1
T20120013997,1,Dry,1
T20120014015,1,Dry,1
T20120014041,2,Wet,1
T20120014055,1,Dry,1
T20120014077,1,Dry,1
T20120014102,2,Wet,1
T20120014119,2,Wet,1
T20120014134,1,Dry,1
T20120014137,2,Wet,1
T20120014154,1,Dry,1
T20120014157,1,Dry,1
T20120014163,1,Dry,1
T20120014193,1,Dry,1
T20120014205,1,Dry,1
T20120014217,1,Dry,1
T20120014227,1,Dry,1
T20120014233,1,Dry,1
T20120014234,1,Dry,1
T20120014246,1,Dry,1
T20120014249,1,Dry,0
T20120014250,9,Unk.,1
T20120014253,1,Dry,1
T20120014275,1,Dry,1
T20120014278,1,Dry,1
T20120014279,1,Dry,1
T20120014282,1,Dry,1
T20120014300,2,Wet,1
T20120014336,2,Wet,1
T20120014336,3,Muddy,2
T20120014382,2,Wet,1
T20120014421,2,Wet,1
T20120014422,2,Wet,1
T20120014430,1,Dry,1
T20120014443,1,Dry,1
T20120014467,1,Dry,1
T20120014508,1,Dry,1
T20120014517,2,Wet,1
T20120014523,2,Wet,1
T20120014530,1,Dry,1
T20120014533,2,Wet,1
T20120014546,2,Wet,1
T20120014554,2,Wet,1
T20120014559,1,Dry,1
T20120014566,1,Dry,1
T20120014583,1,Dry,1
T20120014594,1,Dry,1
T20120014597,2,Wet,1
T20120014619,9,Unk.,1
T20120014652,2,Wet,1
T20120014677,2,Wet,1
T20120014681,2,Wet,1
T20120014683,1,Dry,1
T20120014706,1,Dry,1
T20120014710,1,Dry,1
T20120014749,1,Dry,1
T20120014768,1,Dry,1
T20120014780,1,Dry,1
T20120014781,1,Dry,1
T20120014786,1,Dry,1
T20120014796,1,Dry,1
T20120014814,1,Dry,1
T20120014835,1,Dry,1
T20120014840,9,Unk.,1
T20120014852,1,Dry,1
T20120014865,1,Dry,1
T20120014889,2,Wet,1
T20120014899,9,Unk.,1
T20120014908,1,Dry,1
T20120014918,1,Dry,1
T20120014924,1,Dry,1
T20120014932,2,Wet,1
T20120014939,9,Unk.,1
T20120014940,1,Dry,1
T20120014952,2,Wet,1
T20120014964,1,Dry,1
T20120014984,1,Dry,1
T20120014998,2,Wet,1
T20120015006,2,Wet,1
T20120015007,1,Dry,1
T20120015021,1,Dry,1
T20120015024,1,Dry,1
T20120015042,9,Unk.,1
T20120015089,1,Dry,1
T20120015093,1,Dry,1
T20120015118,9,Unk.,1
T20120015119,1,Dry,1
T20120015127,1,Dry,1
T20120015151,1,Dry,1
T20120015167,2,Wet,1
T20120015168,2,Wet,1
T20120015180,2,Wet,1
T20120015207,1,Dry,1
T20120015223,2,Wet,1
T20120015226,2,Wet,1
T20120015254,1,Dry,1
T20120015314,2,Wet,1
T20120015376,2,Wet,1
T20120015377,1,Dry,1
T20120013870,2,Wet,1
T20120013890,1,Dry,1
T20120013899,1,Dry,1
T20120013963,1,Dry,1
T20120013977,1,Dry,1
T20120014006,1,Dry,1
T20120014095,1,Dry,1
T20120014103,1,Dry,1
T20120014146,1,Dry,1
T20120014181,9,Unk.,1
T20120014211,1,Dry,1
T20120014221,1,Dry,1
T20120014267,1,Dry,1
T20120014289,1,Dry,1
T20120014296,1,Dry,1
T20120014298,2,Wet,1
T20120014309,2,Wet,1
T20120014317,1,Dry,1
T20120014324,2,Wet,1
T20120014326,2,Wet,1
T20120014330,1,Dry,1
T20120014341,2,Wet,1
T20120014344,2,Wet,1
T20120014363,2,Wet,1
T20120014377,2,Wet,1
T20120014397,2,Wet,1
T20120014399,2,Wet,1
T20120014406,2,Wet,1
T20120014413,2,Wet,1
T20120014429,1,Dry,1
T20120014450,2,Wet,1
T20120014479,2,Wet,1
T20120014505,9,Unk.,1
T20120014529,1,Dry,1
T20120014551,1,Dry,1
T20120014589,1,Dry,1
T20120014606,1,Dry,1
T20120014622,1,Dry,1
T20120014640,1,Dry,1
T20120014653,1,Dry,1
T20120014667,9,Unk.,1
T20120014669,1,Dry,1
T20120014671,1,Dry,1
T20120014700,1,Dry,1
T20120014713,1,Dry,1
T20120014720,1,Dry,1
T20120014734,1,Dry,1
T20120014760,1,Dry,1
T20120014771,9,Unk.,1
T20120014791,1,Dry,1
T20120014793,1,Dry,1
T20120014846,1,Dry,1
T20120014848,1,Dry,1
T20120014879,9,Unk.,1
T20120014881,1,Dry,1
T20120014897,1,Dry,1
T20120014902,1,Dry,1
T20120014911,1,Dry,1
T20120014943,1,Dry,1
T20120014949,9,Unk.,1
T20120014959,1,Dry,1
T20120014974,1,Dry,1
T20120014976,2,Wet,1
T20120015014,2,Wet,1
T20120015038,1,Dry,1
T20120015057,1,Dry,1
T20120015130,2,Wet,1
T20120015133,1,Dry,1
T20120015160,1,Dry,1
T20120015175,2,Wet,1
T20120015188,2,Wet,1
T20120015209,9,Unk.,1
T20120015216,1,Dry,1
T20120015247,9,Unk.,1
T20120015250,1,Dry,1
T20120015268,2,Wet,1
T20120015279,1,Dry,1
T20120015309,1,Dry,1
T20120015351,9,Unk.,1
T20120015353,2,Wet,1
T20120015370,1,Dry,1
T20120015383,2,Wet,1
T20120015400,1,Dry,1
T20120015436,1,Dry,1
T20120015472,1,Dry,1
T20120015485,1,Dry,1
T20120015560,9,Unk.,1
T20120015622,1,Dry,1
T20120015628,1,Dry,1
T20120015683,1,Dry,1
T20120015685,1,Dry,0
T20120015745,1,Dry,1
T20120015747,1,Dry,1
T20120015754,1,Dry,1
T20120015756,1,Dry,1
T20120015803,1,Dry,1
T20120015812,2,Wet,1
T20120015812,3,Muddy,2
T20120015831,2,Wet,1
T20120015844,1,Dry,1
T20120015846,1,Dry,0
T20120015857,9,Unk.,1
T20120015877,2,Wet,1
T20120015877,3,Muddy,2
T20120015889,1,Dry,1
T20120015891,9,Unk.,1
T20120013874,1,Dry,1
T20120013876,1,Dry,1
T20120013886,1,Dry,1
T20120013897,2,Wet,1
T20120013897,5,Icy,2
T20120013909,1,Dry,1
T20120013914,1,Dry,1
T20120013916,1,Dry,1
T20120013958,1,Dry,1
T20120014024,2,Wet,1
T20120014031,1,Dry,1
T20120014067,1,Dry,1
T20120014083,1,Dry,1
T20120014085,1,Dry,1
T20120014100,2,Wet,1
T20120014107,1,Dry,1
T20120014109,2,Wet,1
T20120014109,3,Muddy,2
T20120014142,1,Dry,1
T20120014144,1,Dry,1
T20120014169,9,Unk.,1
T20120014185,1,Dry,1
T20120014207,2,Wet,1
T20120014236,1,Dry,1
T20120014238,9,Unk.,1
T20120014244,1,Dry,1
T20120014263,1,Dry,1
T20120014271,1,Dry,1
T20120014285,1,Dry,1
T20120014287,1,Dry,1
T20120014302,1,Dry,1
T20120014307,2,Wet,1
T20120014328,2,Wet,1
T20120014346,1,Dry,1
T20120014354,2,Wet,1
T20120014365,2,Wet,1
T20120014381,2,Wet,1
T20120014384,2,Wet,1
T20120014400,2,Wet,1
T20120014463,2,Wet,0
T20120014469,2,Wet,1
T20120014489,2,Wet,1
T20120014494,2,Wet,1
T20120014518,9,Unk.,1
T20120014525,1,Dry,1
T20120014527,1,Dry,1
T20120014585,1,Dry,1
T20120014591,1,Dry,1
T20120014614,1,Dry,1
T20120014643,1,Dry,1
T20120014655,1,Dry,1
T20120014674,1,Dry,1
T20120014728,1,Dry,1
T20120014736,1,Dry,1
T20120014740,1,Dry,1
T20120014745,1,Dry,1
T20120014751,1,Dry,1
T20120014763,2,Wet,1
T20120014765,1,Dry,1
T20120014784,2,Wet,1
T20120014818,1,Dry,1
T20120014826,1,Dry,1
T20120014828,1,Dry,1
T20120014854,1,Dry,1
T20120014856,1,Dry,1
T20120014886,1,Dry,1
T20120014887,1,Dry,1
T20120014937,1,Dry,1
T20120014947,1,Dry,1
T20120014971,1,Dry,1
T20120014978,1,Dry,1
T20120014986,1,Dry,0
T20120014988,1,Dry,1
T20120015001,2,Wet,1
T20120015001,4,Snowy,2
T20120015003,2,Wet,1
T20120015018,2,Wet,1
T20120015028,1,Dry,1
T20120015080,1,Dry,1
T20120015087,1,Dry,0
T20120015097,1,Dry,1
T20120015152,1,Dry,1
T20120015154,2,Wet,1
T20120015154,3,Muddy,2
T20120015173,2,Wet,1
T20120015185,2,Wet,1
T20120015190,2,Wet,1
T20120015192,1,Dry,1
T20120015218,9,Unk.,0
T20120015219,9,Unk.,1
T20120015249,1,Dry,1
T20120015283,1,Dry,0
T20120015310,2,Wet,1
T20120015340,2,Wet,1
T20120015344,1,Dry,1
T20120015374,2,Wet,1
T20120015379,2,Wet,1
T20120015381,1,Dry,1
T20120015417,2,Wet,1
T20120015420,2,Wet,1
T20120015465,1,Dry,1
T20120015467,1,Dry,1
T20120015493,1,Dry,1
T20120015530,1,Dry,1
T20120015541,2,Wet,1
T20120015555,1,Dry,1
T20120015582,1,Dry,1
T20120015590,1,Dry,1
T20120015602,1,Dry,1
T20120015626,9,Unk.,1
T20120015660,1,Dry,1
T20120015691,1,Dry,1
T20120015693,1,Dry,1
T20120015698,1,Dry,1
T20120015700,1,Dry,1
T20120015707,1,Dry,1
T20120015714,1,Dry,1
T20120015716,1,Dry,1
T20120015737,1,Dry,1
T20120015750,5,Icy,1
T20120015752,1,Dry,1
T20120015810,1,Dry,1
T20120015816,1,Dry,1
T20120015829,1,Dry,1
T20120015840,1,Dry,0
T20120015897,2,Wet,1
T20120015914,1,Dry,1
T20120015916,1,Dry,1
T20120015920,2,Wet,1
T20120015929,2,Wet,1
T20120015955,1,Dry,1
T20120015964,2,Wet,1
T20120015975,1,Dry,1
T20120015987,1,Dry,0
T20120016014,1,Dry,0
T20120016015,1,Dry,1
T20120016025,1,Dry,1
T20120016039,1,Dry,1
T20120016043,2,Wet,1
T20120016055,2,Wet,1
T20120016077,1,Dry,1
T20120016145,1,Dry,0
T20120016172,1,Dry,1
T20120016177,1,Dry,1
T20120016179,2,Wet,1
T20120016180,1,Dry,1
T20120016223,1,Dry,1
T20120016225,1,Dry,1
T20120016249,2,Wet,1
T20120016275,2,Wet,1
T20120016280,2,Wet,1
T20120016285,2,Wet,1
T20120016292,2,Wet,1
T20120016292,3,Muddy,2
T20120016334,1,Dry,1
T20120016336,1,Dry,1
T20120016385,1,Dry,1
T20120016387,1,Dry,1
T20120016405,1,Dry,1
T20120016445,2,Wet,1
T20120016466,9,Unk.,1
T20120016519,1,Dry,1
T20120016522,1,Dry,1
T20120016565,1,Dry,1
T20130007035,1,Dry,1
T20130007037,1,Dry,1
T20130007052,1,Dry,1
T20130007054,9,Unk.,1
T20130007071,1,Dry,1
T20130007101,1,Dry,1
T20130007102,1,Dry,1
T20130007121,1,Dry,1
T20130007137,1,Dry,0
T20130007146,1,Dry,1
T20130007158,1,Dry,1
T20130007166,1,Dry,1
T20130007198,2,Wet,1
T20130007228,1,Dry,1
T20130007235,1,Dry,1
T20130007254,1,Dry,1
T20130007267,1,Dry,1
T20130007275,1,Dry,1
T20130007286,1,Dry,1
T20130007291,1,Dry,1
T20130007324,1,Dry,1
T20130007341,1,Dry,1
T20130007366,1,Dry,1
T20130007374,1,Dry,1
T20130007380,1,Dry,1
T20130007381,1,Dry,1
T20130007383,1,Dry,1
T20130007395,1,Dry,1
T20130007431,1,Dry,1
T20130007442,1,Dry,1
T20130007444,1,Dry,0
T20130007490,1,Dry,1
T20130007504,1,Dry,1
T20130007510,1,Dry,1
T20130007553,1,Dry,1
T20130007563,1,Dry,1
T20130007565,1,Dry,1
T20130007571,1,Dry,1
T20130007584,1,Dry,1
T20130007606,9,Unk.,1
T20130007620,1,Dry,1
T20130007638,1,Dry,1
T20130007661,9,Unk.,1
T20130007677,1,Dry,1
T20130007687,1,Dry,1
T20130007725,2,Wet,1
T20130007733,1,Dry,1
T20130007768,9,Unk.,1
T20130007774,1,Dry,1
T20130007809,1,Dry,1
T20130007838,1,Dry,1
T20130007872,9,Unk.,1
T20130007889,1,Dry,1
T20130007905,1,Dry,1
T20130007915,1,Dry,1
T20130007943,1,Dry,1
T20130007959,1,Dry,1
T20130007966,1,Dry,1
T20130007996,2,Wet,1
T20130008022,1,Dry,1
T20130008029,2,Wet,1
T20130008052,1,Dry,1
T20130008062,1,Dry,1
T20130008064,2,Wet,1
T20130008111,1,Dry,1
T20130008113,2,Wet,1
T20130008158,1,Dry,1
T20130008186,1,Dry,1
T20130008214,1,Dry,1
T20130008216,1,Dry,1
T20130008244,1,Dry,1
T20130008246,1,Dry,1
T20130008250,1,Dry,1
T20130008256,1,Dry,1
T20130008265,1,Dry,1
T20130008284,1,Dry,1
T20130008315,2,Wet,1
T20130008317,2,Wet,1
T20130008350,2,Wet,1
T20130008367,1,Dry,1
T20130008383,1,Dry,1
T20130008385,1,Dry,1
T20130008441,1,Dry,1
T20130008443,1,Dry,0
T20130008490,1,Dry,1
T20130008519,2,Wet,1
T20130008534,1,Dry,1
T20130008536,2,Wet,1
T20130008541,2,Wet,1
T20130008549,1,Dry,1
T20130008551,1,Dry,1
T20130008553,9,Unk.,1
T20130008572,1,Dry,1
T20130008593,1,Dry,1
T20130008610,1,Dry,1
T20130008612,1,Dry,1
T20130008617,2,Wet,1
T20130008617,3,Muddy,2
T20130008619,1,Dry,1
T20130008620,1,Dry,1
T20130008622,1,Dry,1
T20130008624,1,Dry,1
T20130008643,1,Dry,1
T20130008645,1,Dry,1
T20130008650,1,Dry,1
T20130008691,1,Dry,1
T20130008696,1,Dry,1
T20130008715,1,Dry,1
T20130008741,1,Dry,1
T20130008766,1,Dry,1
T20130008780,1,Dry,1
T20130008832,1,Dry,1
T20130008833,1,Dry,1
T20130008835,1,Dry,1
T20130008860,1,Dry,1
T20130008878,1,Dry,1
T20130008886,1,Dry,1
T20130008888,1,Dry,1
T20130008912,1,Dry,1
T20130008914,1,Dry,1
T20130008945,1,Dry,1
T20130008949,1,Dry,1
T20130008957,1,Dry,1
T20130008998,2,Wet,1
T20130009006,2,Wet,1
T20130009034,1,Dry,1
T20130009046,1,Dry,1
T20130009051,1,Dry,0
T20130009085,1,Dry,1
T20130009087,1,Dry,1
T20130009095,1,Dry,1
T20130009131,1,Dry,1
T20130009141,1,Dry,1
T20130009160,9,Unk.,1
T20130009162,1,Dry,1
T20130009171,1,Dry,1
T20130009173,1,Dry,1
T20130009185,1,Dry,1
T20130009187,1,Dry,1
T20130009234,1,Dry,1
T20130009244,1,Dry,1
T20130009266,1,Dry,1
T20130009268,1,Dry,1
T20130009274,1,Dry,1
T20130009287,9,Unk.,1
T20130009300,1,Dry,1
T20130009313,1,Dry,1
T20130009323,2,Wet,1
T20130009354,1,Dry,1
T20130009356,1,Dry,1
T20130009359,1,Dry,1
T20130009362,9,Unk.,1
T20130009392,1,Dry,1
T20130009398,1,Dry,1
T20130009399,1,Dry,1
T20130009421,2,Wet,1
T20130009428,2,Wet,1
T20130009449,2,Wet,1
T20130009468,1,Dry,1
T20130009471,2,Wet,1
T20130009478,2,Wet,1
T20130009500,1,Dry,1
T20130009524,2,Wet,1
T20140000900,2,Wet,1
T20140000923,1,Dry,1
T20140000974,1,Dry,1
T20140000992,1,Dry,1
T20140000995,1,Dry,1
T20140001010,1,Dry,1
T20140001021,1,Dry,1
T20140001045,1,Dry,1
T20140001056,1,Dry,1
T20140001109,1,Dry,1
T20140001111,1,Dry,1
T20140001124,1,Dry,1
T20140001129,9,Unk.,1
T20140001131,1,Dry,1
T20140001155,1,Dry,1
T20140001157,1,Dry,1
T20140001172,1,Dry,1
T20140001187,1,Dry,1
T20140001189,1,Dry,1
T20140001211,1,Dry,1
T20140001212,1,Dry,1
T20140001223,1,Dry,1
T20140001232,1,Dry,1
T20140001260,1,Dry,1
T20140001262,1,Dry,1
T20140001270,1,Dry,1
T20140001276,1,Dry,1
T20140001289,1,Dry,0
T20140001302,1,Dry,1
T20140001304,1,Dry,0
T20140001329,1,Dry,1
T20140001332,1,Dry,1
T20140001357,1,Dry,1
T20140001368,1,Dry,1
T20140001382,1,Dry,1
T20140001386,1,Dry,1
T20140001389,1,Dry,1
T20140001399,1,Dry,1
T20140001418,1,Dry,1
T20140001440,1,Dry,1
T20140001467,1,Dry,1
T20140001482,1,Dry,1
T20140001499,1,Dry,1
T20140001501,1,Dry,1
T20140001511,1,Dry,1
T20140001514,1,Dry,1
T20140001542,2,Wet,1
T20140001563,2,Wet,1
T20140001573,1,Dry,1
T20140001599,1,Dry,1
T20140001626,1,Dry,1
T20140001650,1,Dry,1
T20140001652,1,Dry,1
T20140001682,2,Wet,1
T20140001691,1,Dry,1
T20140001724,1,Dry,1
T20140001740,1,Dry,1
T20140001760,9,Unk.,1
T20140001769,1,Dry,1
T20140001771,1,Dry,1
T20140001802,1,Dry,1
T20140001810,1,Dry,1
T20140001812,1,Dry,0
T20140001817,1,Dry,1
T20140001819,1,Dry,1
